"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-04","1997","04","13.7","E","6.3","","10.0","E","17.9","E","1.6","","","","","","131.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-05","1997","05","18.8","","10.7","","14.8","","25.7","","6.2","","","","","","96.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-06","1997","06","19.8","","12.7","","16.3","","25.2","","9.9","","","","","","112.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-07","1997","07","22.5","","14.5","","18.5","","28.6","","11.6","","0.0","","0.0","","64.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-08","1997","08","24.2","","15.4","","19.9","","29.4","","12.7","","","","","","35.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-09","1997","09","20.4","E","12.7","E","16.6","E","24.9","E","9.4","E","","","","","87.2","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-10","1997","10","13.0","E","8.5","E","10.8","E","17.5","E","4.4","E","","","","","194.8","E","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-11","1997","11","11.3","","6.3","","8.8","","14.7","","1.8","","","","","","84.8","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-12","1997","12","8.2","","3.6","","5.9","","11.6","","0.7","","","","","","159.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-01","1998","01","7.8","E","3.4","E","5.6","E","12.3","E","-5.2","E","","","","","130.6","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-02","1998","02","10.0","E","5.5","E","7.8","E","14.9","E","0.6","E","","","","","80.0","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-03","1998","03","11.1","","5.7","","8.4","","15.2","","0.0","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-04","1998","04","14.8","E","7.0","E","11.3","I","23.4","E","4.0","B","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-05","1998","05","17.5","","10.9","","14.2","","25.5","","6.5","","","","","","89.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-06","1998","06","20.6","","13.6","","17.1","","26.7","","10.6","","","","","","30.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-07","1998","07","23.6","","16.1","","19.8","","31.4","","12.7","","","","","","36.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-08","1998","08","24.6","","15.5","","20.0","","29.0","","12.0","","","","","","23.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-09","1998","09","21.4","","12.7","","17.1","","28.5","","9.3","","","","","","9.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-10","1998","10","14.5","","9.1","","11.8","","20.8","","5.1","","","","","","149.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-11","1998","11","10.5","","7.0","","8.8","","14.9","","4.0","S","","","","","304.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1998-12","1998","12","6.5","","2.7","","4.6","","13.6","","-7.1","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-01","1999","01","7.6","E","4.0","","5.8","E","12.0","","-0.4","","","","","","221.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-02","1999","02","8.7","","4.1","","6.4","","12.6","","1.2","","","","","","217.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-03","1999","03","9.9","","4.2","","7.1","","14.2","","-0.8","","","","","","119.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-04","1999","04","14.0","","5.6","","9.8","","21.6","","1.7","","","","","","58.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-05","1999","05","15.4","","8.0","","11.7","","26.5","","4.2","","","","","","80.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-06","1999","06","18.3","","11.4","","14.8","","25.9","","7.6","","","","","","91.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-07","1999","07","21.8","","13.5","","17.7","","27.5","","9.9","","","","","","35.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-08","1999","08","22.7","","15.3","","19.0","","26.9","","10.8","","0.0","","0.0","","42.0","E","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-09","1999","09","19.5","","11.2","","15.3","","25.0","","7.7","","","","","","18.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-10","1999","10","13.8","","7.6","","10.7","","16.4","","3.9","","0.0","","0.0","","127.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-11","1999","11","10.6","","6.3","","8.5","","14.5","","2.0","","","","","","201.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1999-12","1999","12","7.2","","3.9","","5.6","","11.6","","1.3","","","","","","192.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-01","2000","01","6.7","","2.1","","4.5","","10.2","","-0.9","","","","","","121.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-02","2000","02","9.0","","3.4","","6.2","","13.0","","-0.2","","","","","","75.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-03","2000","03","10.8","E","5.0","","7.9","E","14.5","","0.5","","","","","","166.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-04","2000","04","14.7","","7.2","","11.0","","19.4","","3.5","","","","","","64.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-05","2000","05","15.9","","8.9","","12.4","","22.3","","4.0","","","","","","105.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-06","2000","06","20.6","","12.3","","16.5","","30.0","","8.5","","","","","","109.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-07","2000","07","22.1","","14.2","","18.2","","27.1","","10.4","","","","","","72.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-08","2000","08","22.3","","14.1","","18.2","","27.3","","10.0","","","","","","5.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-09","2000","09","19.5","","12.1","","15.8","","24.4","","7.9","","","","","","102.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-10","2000","10","14.4","","8.5","","11.5","","20.0","","5.4","","","","","","182.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-11","2000","11","9.2","","4.3","","6.8","","13.4","","-0.2","","","","","","107.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2000-12","2000","12","7.3","","2.9","","5.1","","12.9","","-1.5","","","","","","178.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-01","2001","01","9.1","","4.2","","6.7","","12.7","","-0.1","","","","","","175.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-02","2001","02","9.0","","2.8","","5.9","","13.6","","-0.9","","","","","","36.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-03","2001","03","11.5","","5.1","","8.3","","15.8","","0.4","","","","","","163.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-04","2001","04","14.9","E","7.3","","10.9","E","23.1","E","2.1","","","","","","153.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-05","2001","05","16.7","E","9.5","E","13.1","E","23.1","","5.2","E","","","","","87.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-06","2001","06","18.8","","11.8","","15.3","","24.9","","9.0","","","","","","103.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-07","2001","07","21.3","","14.2","","17.8","","25.8","","11.8","","","","","","25.2","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-08","2001","08","21.5","","14.6","","18.0","","27.3","","13.0","S","","","","","114.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-09","2001","09","18.6","","12.2","","15.4","","22.4","","9.7","","","","","","60.8","E","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-10","2001","10","12.9","","7.8","","10.4","","20.7","","4.7","","","","","","214.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-11","2001","11","10.7","","6.5","","8.7","","17.4","","2.3","","","","","","181.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2001-12","2001","12","6.9","I","2.1","I","4.5","I","10.3","I","-0.9","I","","","","","290.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-01","2002","01","7.0","","3.3","","5.2","","13.8","","-3.4","","","","","","198.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-02","2002","02","8.1","","3.2","","5.7","","11.1","","-2.0","","","","","","153.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-03","2002","03","7.7","","2.4","","5.0","","14.4","","-3.0","","","","","","116.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-04","2002","04","12.7","","5.9","","9.3","","17.7","","1.9","","","","","","115.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-05","2002","05","15.7","","8.5","","12.1","","22.0","","1.5","","","","","","94.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-06","2002","06","21.1","","12.8","","17.0","","29.3","","7.6","","","","","","45.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-07","2002","07","22.5","","14.5","","18.5","","29.2","","10.6","","","","","","41.4","E","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-08","2002","08","22.7","","14.2","","18.4","","27.2","","11.9","","","","","","1.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-09","2002","09","18.8","","11.6","","15.2","","23.2","","8.4","","","","","","70.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-10","2002","10","12.9","","7.8","","10.4","","16.7","","0.4","","","","","","19.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-11","2002","11","10.6","","6.3","","8.5","","16.1","","0.9","","","","","","287.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2002-12","2002","12","8.2","","4.4","","6.3","","14.1","","0.5","","","","","","178.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-01","2003","01","9.2","","5.1","","7.2","","14.6","","0.1","","","","","","194.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-02","2003","02","7.9","","3.0","","5.5","","9.9","S","-1.2","S","","","","","42.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-03","2003","03","10.3","","5.4","","7.9","","14.9","","-0.8","","","","","","216.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-04","2003","04","12.4","","6.7","","9.6","","19.7","","3.9","","","","","","168.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-05","2003","05","18.3","I","11.5","I","15.0","I","21.8","I","9.9","I","","","","","29.6","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-06","2003","06","21.2","","13.1","","17.2","","29.1","","9.0","","","","","","3.4","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-07","2003","07","23.9","","14.9","","19.4","","27.4","","12.0","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-08","2003","08","23.3","","14.6","","19.0","","27.5","","12.4","","","","","","8.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-09","2003","09","19.9","","12.1","","16.0","","27.1","","9.3","","","","","","12.8","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-10","2003","10","14.2","","9.5","","11.9","","19.1","","0.6","","","","","","336.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-11","2003","11","7.7","","3.1","","5.4","","10.9","","-1.4","","","","","","281.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2003-12","2003","12","7.4","","3.5","","5.5","","11.7","","-1.9","","","","","","176.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-01","2004","01","6.5","","3.1","","4.8","","11.3","","-7.2","","","","","","220.8","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-02","2004","02","8.9","","4.5","","6.7","","12.4","","1.2","","","","","","114.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-03","2004","03","11.2","","5.8","","8.5","","19.8","","2.9","","","","","","174.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-04","2004","04","15.8","","7.8","","11.8","","22.8","","2.3","","","","","","19.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-05","2004","05","18.0","","10.8","","14.4","","22.8","","6.7","","","","","","137.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-06","2004","06","21.9","","13.1","","17.6","","28.5","","8.3","","","","","","25.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-07","2004","07","24.2","","15.6","","19.9","","31.3","","12.6","","","","","","18.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-08","2004","08","23.3","","15.7","","19.5","","28.8","","13.6","","","","","","99.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-09","2004","09","17.6","","11.9","","14.8","","22.6","","9.3","","","","","","119.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-10","2004","10","13.7","","8.9","","11.3","","19.3","","3.8","","","","","","155.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-11","2004","11","9.2","","5.3","","7.3","","14.6","","0.1","","","","","","268.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2004-12","2004","12","7.7","","4.1","","5.9","","13.0","","0.4","","","","","","260.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-01","2005","01","6.7","","2.8","","4.8","","13.5","","-5.0","","","","","","373.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-02","2005","02","8.5","","1.9","","5.2","","13.5","","-1.3","","","","","","49.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-03","2005","03","11.7","","6.0","","8.9","","16.2","","0.8","","","","","","169.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-04","2005","04","14.3","","7.1","","10.7","","20.9","","2.9","","","","","","123.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-05","2005","05","18.2","","11.1","","14.6","","27.2","","7.2","","","","","","91.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-06","2005","06","18.8","","12.5","","15.7","","23.6","","9.6","","","","","","72.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-07","2005","07","22.1","","14.1","","18.1","","27.5","","10.8","","","","","","72.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-08","2005","08","23.4","","14.7","E","19.1","E","27.0","","11.9","","","","","","29.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-09","2005","09","18.1","E","11.0","E","14.5","E","22.2","E","6.8","E","","","","","6.0","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-10","2005","10","13.9","","9.2","","11.6","","18.2","","5.4","","","","","","103.0","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-11","2005","11","7.8","","4.3","","6.1","","10.7","","0.7","","","","","","160.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2005-12","2005","12","7.0","","3.1","","5.1","","13.3","","-1.7","S","","","","","159.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-01","2006","01","8.2","","5.0","","6.6","","11.4","","1.8","","","","","","341.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-02","2006","02","8.1","E","2.0","E","5.0","I","11.2","E","-2.2","E","","","","","56.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-03","2006","03","10.5","E","3.8","E","7.2","E","16.1","E","-1.2","E","","","","","150.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-04","2006","04","13.7","E","6.3","","10.0","E","17.7","E","2.6","","","","","","78.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-05","2006","05","17.1","","9.1","","13.1","","27.7","","3.8","","","","","","47.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-06","2006","06","20.6","","12.6","","16.6","","27.4","","10.3","","","","","","76.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-07","2006","07","22.8","","14.8","","18.8","","30.1","","11.4","","","","","","13.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-08","2006","08","21.7","","13.3","","17.5","","27.4","","10.7","","","","","","6.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-09","2006","09","19.4","","11.4","","15.5","","25.8","","8.5","","","","","","57.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-10","2006","10","13.0","","7.3","","10.2","","16.7","","-0.3","","","","","","111.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-11","2006","11","8.0","","3.7","","5.9","","15.1","","-8.2","","","","","","481.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2006-12","2006","12","7.3","","3.2","","5.3","","12.1","","-0.4","","","","","","148.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2007-01","2007","01","5.7","E","1.4","","3.6","E","12.3","","-5.3","","","","","","324.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","2007-02","2007","02","6.4","I","0.8","I","3.6","I","7.1","I","-0.5","I","","","","","136.4","E","","","","","",""
